ID,Sales Segment,Global Region,Industry,Booking Date Date,Lead Source,Type,Reporting Type Reason,Stage Name,Source,Number of Employees,Is Customer (Yes / No),Created Date,Tenure Months,Total ARR
2096,SMB,NA,Shipping,2019-08-26,SalesLoft,New Deal,New,Closed Won,SalesLoft,119,Yes,2019-08-14,47 Months,$8K
2097,Emerging,NA,Internet Software & Services,2019-08-26,Website,New Deal,New,Closed Won,Website,50,Yes,2019-08-02,4 Months,$8K
2098,SMB,NA,Technology,2019-08-26,LeadIQ,New Deal,New,Closed Won,LeadIQ,80,Yes,2019-08-01,31 Months,$15K
2099,SMB,NA,Internet Software & Services,2019-08-26,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-08-13,41 Months,-$900.00
2100,Emerging,NA,Internet Software & Services,2019-08-26,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-08-23,4 Months,$4K
2101,Enterprise,APAC,Consulting,2019-08-26,Website,New Deal,New,Closed Won,Website,90,Yes,2019-08-19,15 Months,$8K
2102,Emerging,NA,Internet Software & Services,2019-08-23,,New Deal,New,Closed Won,,30,Yes,2019-06-04,31 Months,$17K
2103,SMB,NA,Professional Services,2019-08-23,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,51,No,2019-07-09,4 Months,$135K
2104,SMB,NA,Internet Software & Services,2019-08-23,,Upgrade,Upgrade,Disqualified,,160,Yes,2019-07-23,60 Months,$9K
2105,Emerging,NA,Media and Entertainment,2019-08-23,Website,New Deal,New,Closed Won,Website,90,Yes,2019-05-31,7 Months,$21K
2106,SMB,NA,Internet Software & Services,2019-08-23,,Upgrade,Upgrade,Closed Won,,129,Yes,2019-08-22,41 Months,$7K
2107,SMB,NA,Internet Software & Services,2019-08-22,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,329,Yes,2019-08-07,47 Months,$8K
2108,Emerging,NA,Internet Software & Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-08-20,60 Months,$2K
2109,Emerging,NA,Professional Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,1,Yes,2019-08-19,31 Months,$5K
2110,Enterprise,NA,Financial Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,"49,300",Yes,2019-08-22,47 Months,$2K
2111,Emerging,NA,Internet Software & Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-08-20,60 Months,$9K
2112,Emerging,NA,Internet Software & Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,28,Yes,2019-08-21,60 Months,$1K
2113,Emerging,NA,Internet Software & Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,48,Yes,2019-08-20,60 Months,$2K
2114,SMB,NA,Human Resource & Employment Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,71,Yes,2019-08-21,60 Months,$1K
2115,Emerging,NA,Professional Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,6,Yes,2019-07-15,60 Months,$2K
2116,SMB,NA,Health Care Providers & Services,2019-08-22,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,53,Yes,2019-08-09,39 Months,$7K
2117,SMB,NA,Internet Software & Services,2019-08-22,,New Deal,New,Closed Lost,,129,No,2019-06-12,39 Months,$8K
2118,Emerging,NA,Internet Software & Services,2019-08-22,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-08-20,4 Months,$8K
2119,Emerging,NA,Professional Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-08-19,60 Months,$2K
2120,SMB,NA,Diversified Financial Services,2019-08-22,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-22,39 Months,$1K
2121,Enterprise,NA,,2019-08-22,,New Deal,New,Closed Won,,,Yes,2019-04-30,15 Months,$8K
2122,Emerging,NA,Computer Software,2019-08-21,,New Deal,New,Closed Won,,250,Yes,2019-06-11,47 Months,$35K
2123,Enterprise,NA,Internet Software & Services,2019-08-21,,Billing Transfer,Billing Transfer,Closed Won,,100,Yes,2019-08-19,42 Months,$5K
2124,Emerging,NA,Internet Software & Services,2019-08-21,SalesLoft,Upgrade,Upgrade,Closed Won,SalesLoft,1,Yes,2019-08-20,47 Months,$1K
2125,Emerging,NA,Internet Software & Services,2019-08-21,,Upgrade,Upgrade,Closed Won,,,Yes,2019-08-21,47 Months,$2K
2126,Emerging,NA,,2019-08-21,Website,New Deal,New,Closed Won,Website,,Yes,2019-08-02,41 Months,$8K
2127,Emerging,NA,Internet Software & Services,2019-08-21,,Upgrade,Upgrade,Closed Won,,22,Yes,2019-08-20,47 Months,$2K
2128,Emerging,NA,,2019-08-21,Website,New Deal,New,Closed Won,Website,,Yes,2019-08-06,58 Months,$8K
2129,SMB,NA,Diversified Financial Services,2019-08-21,,Upgrade,Upgrade,Closed Won,,179,Yes,2019-08-21,39 Months,$2K
2130,Emerging,NA,Software,2019-08-21,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-08-02,7 Months,$1K
2131,Enterprise,NA,Internet Software & Services,2019-08-21,,Billing Transfer,Billing Transfer,Closed Won,,"3,095",Yes,2019-08-21,42 Months,$30K
2132,Emerging,NA,,2019-08-20,,New Deal,New,Closed Won,,,Yes,2019-08-02,47 Months,$8K
2133,SMB,NA,Internet Software & Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-08-20,39 Months,$2K
2134,SMB,NA,Internet Software & Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,350,Yes,2019-08-12,41 Months,$2K
2135,Emerging,NA,,2019-08-20,,New Deal,New,Closed Won,,,Yes,2019-08-16,7 Months,$9K
2136,Emerging,NA,Internet,2019-08-20,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-08-14,31 Months,$5K
2137,Emerging,NA,Hospital & Health Care,2019-08-20,,Upgrade,Upgrade,Closed Won,,22,Yes,2019-08-20,31 Months,$1K
2138,SMB,NA,Internet Software & Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-08-16,47 Months,$9K
2139,Emerging,NA,Information Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-08-19,47 Months,$4K
2140,Emerging,NA,Internet Software & Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,80,Yes,2019-08-16,60 Months,$5K
2141,Emerging,NA,Internet Software & Services,2019-08-20,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-08-19,60 Months,$3K
2142,Emerging,EMEA,,2019-08-20,,New Deal,New,Closed Won,,,Yes,2019-08-16,11 Months,$8K
2143,SMB,EMEA,Internet Software & Services,2019-08-19,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-05-28,41 Months,$3K
2144,Emerging,NA,,2019-08-19,Datahug,New Deal,Upgrade,Closed Won,Datahug,,Yes,2019-03-20,31 Months,$8K
2145,Emerging,NA,Media,2019-08-19,Datahug,New Deal,New,Closed Won,Datahug,51,Yes,2019-07-09,47 Months,$9K
2146,SMB,NA,Real Estate,2019-08-19,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,100,Yes,2019-07-19,39 Months,$13K
2147,Emerging,NA,,2019-08-19,,Upgrade,Upgrade,Closed Won,,,Yes,2019-07-25,7 Months,$12K
2148,Enterprise,NA,Media,2019-08-19,,Upgrade,Upgrade,Closed Won,,580,Yes,2019-08-19,15 Months,$5K
2149,SMB,NA,Internet Software & Services,2019-08-19,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-08-19,39 Months,$3K
2150,Mid-Market,NA,Professional Services,2019-08-19,Datahug,New Deal,New,Closed Lost,Datahug,"3,000",No,2019-07-31,39 Months,$42K
2151,SMB,NA,Internet Software & Services,2019-08-16,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-07-31,60 Months,$14K
2152,SMB,NA,Internet Software & Services,2019-08-16,,Upgrade,Upgrade,Closed Won,,375,Yes,2019-08-16,60 Months,$2K
2153,Emerging,NA,Internet Software & Services,2019-08-16,,Upgrade,Upgrade,Closed Lost,,11,Yes,2019-07-17,60 Months,$1K
2154,Emerging,NA,Professional Services,2019-08-16,,Upgrade,Upgrade,Closed Won,,125,Yes,2019-08-12,41 Months,$1K
2155,Enterprise,NA,Professional Services,2019-08-16,,Upgrade,Upgrade,Closed Won,,"5,001",Yes,2019-08-14,23 Months,$34K
2156,SMB,NA,Internet Software & Services,2019-08-15,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-13,41 Months,-$782.96
2157,Emerging,NA,Internet Software & Services,2019-08-15,,Upgrade,Upgrade,Closed Won,,45,Yes,2019-05-15,31 Months,$12K
2158,Emerging,NA,Technology,2019-08-15,,Upgrade,Upgrade,Closed Won,,30,No,2019-08-12,47 Months,$6K
2159,Emerging,EMEA,Internet Software & Services,2019-08-15,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-15,11 Months,$2K
2160,Emerging,NA,Internet Software & Services,2019-08-15,,Upgrade,Upgrade,Closed Won,,32,Yes,2019-07-24,60 Months,$4K
2161,Emerging,NA,Technology,2019-08-15,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-07-02,47 Months,$3K
2162,SMB,EMEA,Internet Software & Services,2019-08-15,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-08-14,11 Months,$5K
2163,SMB,NA,Computer Software,2019-08-15,,Upgrade,Upgrade,Closed Won,,336,Yes,2019-08-06,47 Months,$12K
2164,Emerging,NA,Technology,2019-08-15,Website,New Deal,New,Closed Lost,Website,,No,2019-07-30,4 Months,$8K
2165,Emerging,NA,Internet Software & Services,2019-08-14,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-08-13,60 Months,$2K
2166,Emerging,NA,Internet Software & Services,2019-08-14,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-08-13,60 Months,$1K
2167,Emerging,NA,Computer Software,2019-08-14,,Upgrade,Upgrade,Closed Won,,40,Yes,2019-08-13,47 Months,-$228.06
2168,Enterprise,NA,Business Services,2019-08-14,,Upgrade,Upgrade,Closed Won,,"2,900",Yes,2019-06-10,15 Months,$34K
2169,Emerging,EMEA,,2019-08-14,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-07-25,11 Months,$8K
2170,Emerging,NA,Internet Software & Services,2019-08-14,,Upgrade,Upgrade,Closed Lost,,44,Yes,2019-05-10,60 Months,$8K
2171,SMB,NA,Internet Software & Services,2019-08-14,,Upgrade,Upgrade,Closed Lost,,125,Yes,2019-08-05,60 Months,$2K
2172,Enterprise,NA,Health Care Providers & Services,2019-08-14,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,60,No,2019-07-11,47 Months,$18K
2173,Emerging,NA,Internet Software & Services,2019-08-14,,Upgrade,Upgrade,Disqualified,,30,Yes,2019-07-15,60 Months,$1K
2174,SMB,NA,Electrical Equipment,2019-08-14,,Upgrade,Upgrade,Closed Won,,110,Yes,2019-08-14,47 Months,$2K
2175,Emerging,NA,Computer Software,2019-08-14,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-08-14,60 Months,$3K
2176,Emerging,NA,Transportation,2019-08-14,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-08-08,60 Months,$3K
2177,SMB,EMEA,Internet Software & Services,2019-08-13,,Upgrade,Upgrade,Closed Won,,75,Yes,2019-04-25,41 Months,$15K
2178,SMB,NA,Internet Software & Services,2019-08-13,Events,New Deal,New,Closed Won,Events,37,Yes,2019-05-22,47 Months,$11K
2179,Emerging,NA,Internet Software & Services,2019-08-13,,Upgrade,Upgrade,Closed Won,,,No,2019-08-12,7 Months,$3K
2180,Emerging,NA,Internet Software & Services,2019-08-13,Google Natural Search,Upgrade,Upgrade,Closed Lost,Google Natural Search,11,Yes,2019-07-01,60 Months,$10K
2181,Emerging,NA,,2019-08-12,,Upgrade,Upgrade,Closed Won,,,Yes,2019-08-05,31 Months,$1K
2182,Emerging,NA,,2019-08-12,,New Deal,New,Closed Won,,,Yes,2019-08-06,31 Months,$8K
2183,SMB,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,49,Yes,2019-08-12,60 Months,$1K
2184,SMB,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-08-06,31 Months,$2K
2185,SMB,NA,Professional Services,2019-08-12,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,90,Yes,2019-06-13,47 Months,$24K
2186,Enterprise,NA,Financial Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,"49,300",Yes,2019-08-06,47 Months,$5K
2187,Emerging,NA,Internet Software & Services,2019-08-12,Google Natural Search,New Deal,,Closed Lost,Google Natural Search,,Yes,2019-07-26,4 Months,$8K
2188,SMB,NA,Diversified Financial Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,179,Yes,2019-08-09,39 Months,$2K
2189,SMB,NA,Internet Software & Services,2019-08-12,Outbound,New Deal,New,Closed Lost,Outbound,300,No,2018-12-04,39 Months,$76K
2190,Emerging,NA,Internet Software & Services,2019-08-12,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,15,No,2019-05-14,47 Months,$0.00
2191,SMB,NA,Internet,2019-08-12,,New Deal,New,Closed Lost,,51,No,2019-06-27,47 Months,$14K
2192,SMB,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Lost,,97,Yes,2019-05-02,41 Months,$5K
2193,Emerging,EMEA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-08-02,47 Months,$1K
2194,SMB,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,97,Yes,2019-08-09,41 Months,$2K
2195,Emerging,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-08-12,47 Months,$5K
2196,Emerging,APAC,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,,Yes,2019-07-31,11 Months,$4K
2197,SMB,NA,Internet Software & Services,2019-08-12,,Upgrade,Upgrade,Closed Won,,120,No,2019-06-12,60 Months,$6K
2198,Emerging,NA,,2019-08-12,Website,New Deal,New,Closed Won,Website,,Yes,2019-08-12,58 Months,$8K
2199,Enterprise,NA,,2019-08-09,Website,New Deal,New,Closed Won,Website,,Yes,2019-08-06,11 Months,$8K
2200,Emerging,NA,Internet Software & Services,2019-08-09,,Upgrade,Upgrade,Closed Won,,8,Yes,2019-08-08,60 Months,$5K
2201,Emerging,NA,Internet Software & Services,2019-08-09,,Upgrade,Upgrade,Closed Lost,,175,Yes,2019-08-02,60 Months,$3K
2202,Emerging,NA,Internet Software & Services,2019-08-09,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-07-26,60 Months,$1K
2203,Emerging,NA,Internet Software & Services,2019-08-09,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-08-09,60 Months,$2K
2204,SMB,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-06,41 Months,$2K
2205,SMB,NA,Professional Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-06,60 Months,$2K
2206,Emerging,NA,Internet Software & Services,2019-08-08,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-07-22,47 Months,$8K
2207,Enterprise,EMEA,Professional Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,250,Yes,2019-08-06,15 Months,$8K
2208,SMB,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,230,Yes,2019-08-06,41 Months,$2K
2209,Mid-Market,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-06,60 Months,$10K
2210,SMB,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,186,Yes,2019-08-08,39 Months,"-$28,800.00"
2211,Emerging,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Won,,95,Yes,2019-08-07,4 Months,$2K
2212,Emerging,NA,Transportation,2019-08-08,Datahug,New Deal,New,Closed Won,Datahug,175,Yes,2019-08-07,41 Months,$23K
2213,Mid-Market,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Closed Lost,,50,Yes,2019-04-12,47 Months,$5K
2214,SMB,NA,Internet Software & Services,2019-08-08,,Upgrade,Upgrade,Disqualified,,150,Yes,2019-07-09,31 Months,$1K
2215,Emerging,NA,Business Services,2019-08-07,,Upgrade,Upgrade,Closed Won,,90,Yes,2019-08-07,41 Months,$11K
2216,Emerging,NA,IT Services,2019-08-07,Datahug,New Deal,New,Closed Won,Datahug,64,Yes,2019-07-12,39 Months,$8K
2217,SMB,NA,Internet Software & Services,2019-08-07,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),51,No,2019-06-11,47 Months,$8K
2218,SMB,EMEA,Computer Software,2019-08-07,,New Deal,New,Closed Lost,,524,No,2019-06-21,41 Months,$8K
2219,Emerging,NA,Internet Software & Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-07-31,60 Months,$2K
2220,SMB,NA,Internet Software & Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,350,Yes,2019-07-31,41 Months,$8K
2221,Emerging,EMEA,,2019-08-06,Website,New Deal,New,Closed Won,Website,,Yes,2019-07-30,11 Months,$8K
2222,Emerging,NA,Internet Software & Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,130,Yes,2019-06-19,11 Months,$14K
2223,Enterprise,NA,Transportation,2019-08-06,,New Deal,Upgrade,Closed Won,,"10,001",Yes,2019-04-19,15 Months,$7K
2224,SMB,NA,Internet Software & Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-08-05,60 Months,$2K
2225,Emerging,NA,,2019-08-06,,New Deal,New,Closed Lost,,,No,2019-08-02,47 Months,$8K
2226,SMB,NA,Professional Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-08-05,47 Months,$1K
2227,SMB,NA,Internet Software & Services,2019-08-06,,Upgrade,Upgrade,Closed Won,,97,Yes,2019-08-05,41 Months,$2K
2228,SMB,NA,Internet Software & Services,2019-08-05,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-08-05,47 Months,$4K
2229,Enterprise,NA,Internet Software & Services,2019-08-05,Outbound,New Deal,New,Closed Won,Outbound,5,Yes,2019-05-01,4 Months,$22K
2230,SMB,NA,Internet Software & Services,2019-08-05,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-07-31,60 Months,$1K
2231,Emerging,NA,Other,2019-08-05,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,90,No,2019-06-04,47 Months,$7K
2232,SMB,NA,Professional Services,2019-08-05,,New Deal,New,Closed Lost,,12,No,2019-06-21,47 Months,$8K
2233,Emerging,NA,Internet Software & Services,2019-08-05,,Upgrade,Upgrade,Disqualified,,9,Yes,2019-07-31,60 Months,$2K
2234,Emerging,NA,,2019-08-05,,New Deal,New,Closed Won,,,Yes,2019-07-16,47 Months,$10K
2235,Emerging,NA,Technology,2019-08-05,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,,Yes,2019-06-06,47 Months,$9K
2236,SMB,NA,,2019-08-05,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-06-11,11 Months,$1K
2237,Emerging,NA,Internet Software and Services,2019-08-02,Web,New Deal,New,Closed Won,Web,5,Yes,2019-08-02,58 Months,$9K
2238,Enterprise,NA,Internet Software & Services,2019-08-02,Social Ads,New Deal,New,Closed Won,Social Ads,201,Yes,2019-06-04,15 Months,$13K
2239,SMB,NA,Internet Software & Services,2019-08-02,Datahug,Upgrade,Upgrade,Disqualified,Datahug,121,Yes,2019-06-10,7 Months,$13K
2240,SMB,NA,Professional Services,2019-08-02,,Upgrade,Upgrade,Disqualified,,51,Yes,2019-07-12,60 Months,-$900.05
2241,Emerging,NA,Human Resources,2019-08-02,,Upgrade,Upgrade,Closed Won,,40,Yes,2019-07-31,4 Months,$2K
2242,Emerging,NA,Computer Software,2019-08-01,SalesLoft,New Deal,New,Closed Lost,SalesLoft,11,No,2019-04-10,47 Months,$11K
2243,Emerging,NA,Internet Software & Services,2019-08-01,Website,New Deal,,Closed Lost,Website,,No,2019-07-22,41 Months,$8K
2244,Emerging,NA,Renewable Electricity,2019-08-01,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,375,No,2019-06-12,4 Months,$14K
2245,Emerging,EMEA,Internet Software & Services,2019-08-01,,Upgrade,Upgrade,Closed Lost,,0,Yes,2019-05-07,60 Months,$7K
2246,SMB,EMEA,Internet Software & Services,2019-08-01,,Upgrade,Upgrade,Closed Won,,375,Yes,2019-07-31,39 Months,$8K
2247,Emerging,NA,Internet Software & Services,2019-08-01,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-07-31,60 Months,$3K
2248,Enterprise,NA,Professional Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,"5,001",Yes,2019-06-04,23 Months,$21K
2249,Emerging,NA,Internet Software & Services,2019-07-31,,New Deal,New,Closed Won,,,Yes,2019-07-19,31 Months,$14K
2250,Enterprise,NA,Professional Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,"1,167",Yes,2019-07-30,23 Months,$7K
2251,Enterprise,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,157,Yes,2019-07-23,15 Months,$37K
2252,Emerging,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-07-24,4 Months,$3K
2253,Emerging,NA,Consulting,2019-07-31,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-07-25,4 Months,$10K
2254,Mid-Market,NA,Internet Software & Services,2019-07-31,Data Vendor,New Deal,New,Closed Won,Data Vendor,185,Yes,2019-03-19,15 Months,$39K
2255,SMB,NA,Professional Services,2019-07-31,,New Deal,New,Closed Won,,40,Yes,2019-06-12,47 Months,$8K
2256,SMB,NA,Diversified Financial Services,2019-07-31,Data Vendor,New Deal,New,Closed Won,Data Vendor,175,Yes,2019-07-17,39 Months,$49K
2257,SMB,NA,Internet Software & Services,2019-07-31,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),125,Yes,2019-07-02,31 Months,$9K
2258,Enterprise,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,"10,001",Yes,2019-07-31,23 Months,$36K
2259,SMB,NA,,2019-07-31,Website,New Deal,New,Closed Won,Website,,Yes,2019-07-31,15 Months,$40K
2260,SMB,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,1,Yes,2019-07-30,39 Months,$2K
2261,Mid-Market,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-06-04,3 Months,$12K
2262,SMB,NA,Professional Services,2019-07-31,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,176,Yes,2019-06-04,47 Months,$34K
2263,Emerging,EMEA,Computer Networking,2019-07-31,Website,New Deal,New,Closed Won,Website,,Yes,2019-07-17,11 Months,$14K
2264,Enterprise,NA,Internet Software & Services,2019-07-31,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,"1,001",Yes,2017-10-23,23 Months,$0.00
2265,SMB,EMEA,Internet Software & Services,2019-07-31,Website,New Deal,New,Closed Won,Website,107,Yes,2019-07-05,39 Months,$10K
2266,Emerging,NA,,2019-07-31,Website,New Deal,New,Closed Won,Website,,Yes,2019-07-22,4 Months,$8K
2267,Enterprise,NA,Internet Software & Services,2019-07-31,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),"3,000",Yes,2018-10-10,6 Months,$135K
2268,Emerging,EMEA,Technology,2019-07-31,Data Vendor,New Deal,New,Closed Won,Data Vendor,,Yes,2019-07-24,47 Months,$10K
2269,Emerging,NA,Internet Software & Services,2019-07-31,,New Deal,New,Closed Won,,29,Yes,2019-05-24,47 Months,$17K
2270,Emerging,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-07-24,60 Months,$11K
2271,Emerging,NA,Internet Software & Services,2019-07-31,Datahug,New Deal,New,Closed Won,Datahug,60,Yes,2019-07-09,31 Months,$10K
2272,Emerging,EMEA,Professional Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,,Yes,2019-07-05,60 Months,$1K
2273,Mid-Market,NA,Professional Services,2019-07-31,,Upgrade,Upgrade,Closed Lost,,201,Yes,2019-06-18,60 Months,$2K
2274,SMB,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Lost,,60,Yes,2018-11-16,60 Months,$2K
2275,Emerging,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,10,Yes,2019-06-07,41 Months,$10K
2276,Emerging,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,16,Yes,2019-07-30,60 Months,$2K
2277,SMB,NA,Internet Software & Services,2019-07-31,,Upgrade,Upgrade,Closed Won,,144,Yes,2019-06-28,41 Months,$8K
